"","id","id_evento","id_victima","tipo_vic","nom_vic","genero_vic","partido1","partido2","partido3","partido4","coalicion","puesto1","puesto2","puesto3","cat_puesto1","cat_puesto2","cat_puesto3","nivel_gob","area_gob","tipo_evento","agresor","Obs_agresor","fecha","estado","municipio","cve_edoINEGI","cve_munINEGI"
"1622","MEX-2024-01-26",1336,1596,"Autoridad","No disponible","Hombre","MORENA","","","","","Escolta del fiscal general de Justicia del Estado de México","","","Funcionario(a)","","","Estatal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados dispararon contra el fiscal cuando circulaba en la carretera","2024-01-26","Mexico","Ocoyoacac","15","062"
"1623","GTO-2024-01-25",1337,1504,"Autoridad","No disponible","Hombre","PAN","","","","","Policía de tránsito","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados  dispararon directamente contra el policía cuando circulaba en su moto","2024-01-25","Guanajuato","Celaya","11","007"
"1624","GRO-2024-01-24",1338,1505,"Partido","Marcelino Ruíz Esteban","Hombre","PRD","","","","","Pre-candidato a alcalde de Atlixtac","Ex-alcalde de Atlixtac","","Pre-candidato(a)","Ex-Alcalde(sa)","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados dispararon contra la pareja cuando circulaba. Fueron encontrado 30 casquillos","2024-01-24","Guerrero","Chilapa de Álvarez","12","028"
"1625","GRO-2024-01-24",1338,1506,"Partido","Guadalupe Guzmán Cano","Mujer","PRD","PRI","","","Sí","Consejera estatal del PRD","Ex-candidata a diputada local","","Militante","Ex-Candidato(a)","","Estatal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados dispararon contra la pareja cuando circulaba. Fueron encontrado 30 casquillos","2024-01-24","Guerrero","Chilapa de Álvarez","12","028"
"1626","GTO-2024-01-25",1339,1507,"Autoridad","Rosalba Murillo Cardoso","Mujer","PAN","","","","","Empleada municipal del DIF","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en al menos cinco ocasiones cuando regresaba a su casa","2024-01-25","Guanajuato","Santiago Maravatío","11","036"
"1627","JAL-2024-02-01",1340,1508,"Partido","Jaime Vera Alaniz","Hombre","PVEM","","","","","Pre-candidato a la alcaldía Mascota","","","Pre-candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Un sujeto armado lo atacó cuando estaba afiera de un establecimiento","2024-02-01","Jalisco","Mascota","14","058"
"1628","VER-2024-01-25",1341,1509,"Partido","José Alejandro Naredo","Hombre","PRD","","","","","Dirigente municipal","Integrante de la CTM","Taxista","Dirigente","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en varias ocasiones","2024-01-25","Veracruz_de_Ignacio_de_la_Llave","Cuitláhuac","30","053"
"1629","PUE-2024-01-27",1342,1597,"Partido","Porfirio Hernández Aparicio","Hombre","MORENA","","","","","Pre-candidato a la alcaldía de Jalpan","","","Pre-candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon cuando se encontraba en un establecimiento ","2024-01-27","Puebla","Jalpan","21","086"
"1630","BCN-2024-01-30",1343,1598,"Autoridad","No disponible","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon directamente en varias ocasiones","2024-01-30","Baja_California","Tijuana","02","004"
"1631","GTO-2024-01-30",1344,1510,"Autoridad","No disponible","No disponible","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados les dispararon en al menos 30 ocasiones","2024-01-30","Guanajuato","Celaya","11","007"
"1632","GTO-2024-01-30",1344,1511,"Autoridad","No disponible","No disponible","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados les dispararon en al menos 30 ocasiones","2024-01-30","Guanajuato","Celaya","11","007"
"1633","GTO-2024-01-31",1345,1214,"Autoridad","No disponible","Hombre","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon cuando estaba afuera de la Delegación, donde se paga el predial","2024-01-31","Guanajuato","Celaya","11","007"
"1634","MOR-2024-01-24",1346,1512,"Partido","Lucy Meza","Mujer","PRI","PAN","PRD","","Sí","Pre-candidata a la gubernatura","Senadora","","Pre-candidato(a)","","","Estatal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Amenaza","Autodefensas de Cuautla","Manta","2024-01-24","Morelos","Cuautla","17","006"
"1635","MOR-2024-01-24",1346,1513,"Partido","Ángel García Yáñez","Hombre","PRI","PAN","PRD","","Sí","Pre-candidato a senaduría","Senador","","Pre-candidato(a)","","","Federal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Amenaza","Autodefensas de Cuautla","Manta","2024-01-24","Morelos","Cuautla","17","006"
"1636","MOR-2024-01-24",1346,1514,"Partido","Jonathan Márquez Godínez","Hombre","PRI","","","","","Presidente estatal del PRI","","","Dirigente","","","Estatal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Amenaza","Autodefensas de Cuautla","Manta","2024-01-24","Morelos","Cuautla","17","006"
"1637","PUE-2024-01-18",1347,1515,"Autoridad","Brena Leticia Díaz Díaz","Mujer","MC","","","","","Auxiliar en la regiduría de salud del ayuntamiento","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Un sujeto armado le disparó en al menos tres ocasiones","2024-01-18","Puebla","Chignautla","21","054"
"1638","MOR-2024-01-26",1348,1599,"Autoridad","Oscar","Hombre","MORENA","","","","","Trabajador del ayuntamiento","Familiar del alcalde José Luis Maya Torres","","Funcionario(a)","Familiar","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Ataque armado","Sujeto(s) armados","Sujetos armados les dispararon cuando circulaban","2024-01-26","Morelos","Zacatepec","17","031"
"1639","MOR-2024-01-26",1348,1600,"Autoridad","Juan Antonio","Hombre","MORENA","","","","","Trabajador del ayuntamiento","Familiar del alcalde José Luis Maya Torres","","Funcionario(a)","Familiar","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Ataque armado","Sujeto(s) armados","Sujetos armados les dispararon cuando circulaban","2024-01-26","Morelos","Zacatepec","17","031"
"1640","SLP-2024-01-16",1349,1516,"Autoridad","Jaime Guadalupe Capuchino","Hombre","PVEM","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","","2024-01-16","San_Luis_Potosi","Soledad de Graciano Sánchez","24","035"
"1641","GRO-2024-02-03",1350,1609,"Partido","Erick Catalán Rendón","Hombre","MORENA","PVEM","PT","","Sí","Pre-candidato a alcalde de Iguala","","","Pre-candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Ataque armado","Sujeto(s) armados","Sujetos armados interceptaron la camioneta del pre-candidato","2024-02-03","Guerrero","Chilpancingo de los Bravo","12","029"
"1642","GRO-2024-02-03",1350,1223,"Autoridad","No disponible","Hombre","MORENA","PVEM","PT","","Sí","Escolta del pre-candidato a alcalde de Iguala","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados interceptaron la camioneta del pre-candidato","2024-02-03","Guerrero","Chilpancingo de los Bravo","12","029"
"1643","GRO-2024-02-03",1350,1608,"Autoridad","No disponible","Hombre","MORENA","PVEM","PT","","Sí","Escolta del pre-candidato a alcalde de Iguala","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados interceptaron la camioneta del pre-candidato","2024-02-03","Guerrero","Chilpancingo de los Bravo","12","029"
"1644","GTO-2024-02-02",1365,1538,"Instalación","Comandancia de Ricón Tamayo","No aplica","PAN","","","","","Comandancia de Ricón Tamayo","","","No aplica","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Atentado","Sujeto(s) armados","Sujetos armados dispararon contra la comandancia y lanzaron granadas","2024-02-02","Guanajuato","Celaya","11","007"
"1645","COL-2024-02-09",1366,1539,"Autoridad","José Alfredo Chávez González","Hombre","PRI","","","","","Secretario del ayuntamiento","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando caminaba por el jardín","2024-02-09","Colima","Villa de Álvarez","06","010"
"1646","MEX-2024-02-10",1367,1540,"Partido","Yair Martín Romero Segura","Hombre","MORENA","","","","","Pre-candidato a diputado federal","Líder transportista","","Pre-candidato(a)","","","Federal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon","2024-02-10","Mexico","Ecatepec de Morelos","15","033"
"1647","ZAC-2024-02-07",1368,1541,"Autoridad","Juan Pérez Guardado","Hombre","MORENA","","","","","Director de Desarrollo Social  municipal","Cuñado de Ricardo Monreal","","Funcionario(a)","Familiar","","Municipal","Economía y finanzas (e.g. tesorerías; catastros)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando estaba en las inmediaciones del Hospital Real de Minas","2024-02-07","Zacatecas","Fresnillo","32","010"
"1648","ZAC-2024-02-07",1369,1542,"Partido","Cecilio Murillo","Hombre","PAN","","","","","Ex-candidato a la alcaldía de Sombrete","Hermano del alcalde de Sombrerete, Alan Murillo","","Ex-Candidato(a)","Familiar","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en varias ocasiones cuando estaba en la carretera","2024-02-07","Zacatecas","Sombrerete","32","042"
"1649","GRO-2024-02-07",1370,1543,"Partido","Abraham Ramírez","Hombre","MORENA","","","","","Fundador de Morena en Guerrero","Padre de la pre-candidata a la alcaldía de Huamuxtitlán, Rosalba Ramírez García","","Militante","Familiar","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en varias ocasiones","2024-02-07","Guerrero","Huamuxtitlán","12","033"
"1650","MOR-2024-02-09",1371,1544,"Autoridad","Iván González Velázquez","Hombre","PT","","","","","Regidor","","","Regidor(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Atentado","Sujeto(s) armados","Sujetos armados le dispararon cuando circulaba en su camioneta blindada","2024-02-09","Morelos","Xochitepec","17","028"
"1651","ZAC-2024-02-10",1372,1545,"Autoridad","Jorge Antonio Monreal Martínez","Hombre","MORENA","","","","","Hijo del coordinador de delegados","Sobrino de David Monreal","Sobrino de Ricardo Monreal","Familiar","Familiar","Familiar","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon","2024-02-10","Zacatecas","Fresnillo","32","010"
"1652","VER-2024-02-12",1373,1546,"Autoridad","Andrés Valencia Ríos","Hombre","PAN","","","","","Ex-alcalde de San Juan Evangelista","Esposo de la síndica de San Juan Evangelista Eloísa Zetina Gómez","","Ex-Alcalde(sa)","Familiar","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando ayudaba en la búsuqeda de una persona y le dispararon directamente","2024-02-12","Veracruz_de_Ignacio_de_la_Llave","San Juan Evangelista","30","142"
"1653","GTO-2024-02-07",1374,1547,"Autoridad","Francisco Javier Vargas Romo","Hombre","No disponible","","","","","Ex-regidor","Ex-funcionario del ayuntamiento","","Ex-Regidor(a)","Ex-Funcionario(a)","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en la cabeza","2024-02-07","Guanajuato","Jaral del Progreso","11","018"
"1654","JAL-2024-02-09",1375,1548,"Autoridad","Juan José Corona","Hombre","MC","","","","","Comandante de la policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados lo secuestraron cuando sacaba su auto de una pensión","2024-02-09","Jalisco","Guadalajara","14","039"
"1655","JAL-2024-02-12",1376,1548,"Autoridad","Juan José Corona","Hombre","MC","","","","","Comandante de la policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","","","2024-02-12","Jalisco","Guadalajara","14","039"
"1656","GRO-2024-02-09",1377,1549,"Autoridad","Lenin Serrano Espíndola","Hombre","PRD","","","","","Ex-regidor de Teloloapan","Dirigente de la CETEG","","Ex-Regidor(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en varias ocasiones","2024-02-09","Guerrero","Teloloapan","12","058"
"1657","GTO-2024-02-10",1378,1550,"Autoridad","César","Hombre","PVEM","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en su día de descanso","2024-02-10","Guanajuato","Yuriria","11","046"
"1658","BCN-2024-02-09",1379,1551,"Autoridad","No disponible","No disponible","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando estaba en su auto particular","2024-02-09","Baja_California","Ensenada","02","001"
"1659","GTO-2024-02-05",1380,1552,"Autoridad","Policías de Celaya","No disponible","PAN","","","","","Policías municipales","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Atentado","Sujeto(s) armados","Sujetos armados dispararon contra los policías cuando almorzaban","2024-02-05","Guanajuato","Celaya","11","007"
"1660","GTO-2024-02-06",1381,1553,"Autoridad","No disponible","Hombre","PRI","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados ingresaron a su domicilio, le dispararon y lanzaron un explosivo","2024-02-06","Guanajuato","Abasolo","11","001"
"1661","GRO-2024-02-15",1382,858,"Autoridad","Mario Figueroa Mundo","Hombre","FPM","","","","","Alcalde de Taxco","","","Alcalde(sa)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Ataque armado","Sujeto(s) armados","Sujetos armados dispararon contra el alcalde","2024-02-15","Guerrero","Taxco de Alarcón","12","055"
"1662","VER-2024-02-15",1383,1555,"Partido","Manuel Hernández Hernádez","Hombre","MORENA","","","","","Pre-candidato a diputado local","Director de gobernación de Misantla","","Pre-candidato(a)","Funcionario(a)","","Estatal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Dos sujetos armados dispararon con el candidato en al menos siete ocasiones","2024-02-15","Veracruz_de_Ignacio_de_la_Llave","Misantla","30","109"
"1663","MIC-2024-02-18",1384,1556,"Instalación","Jefatura de tenencia de Tarecuato","No aplica","PRI","","","","","Jefatura de tenencia de Tarecuato","","","No aplica","","","Municipal","Economía y finanzas (e.g. tesorerías; catastros)","Atentado","CJNG","40 sujetos en ocho camionetas dispararon contra la jefatura de tenencia","2024-02-18","Michoacan_de_Ocampo","Tangamandapio","16","084"
"1664","GRO-2024-02-19",1385,1557,"Autoridad","Alfonso Cano","Hombre","FPM","","","","","Comisario","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados dispararon contra el comisario cuando se encontraba supervisando una obra en una escuela","2024-02-19","Guerrero","Taxco de Alarcón","12","055"
"1665","GTO-2024-02-20",1386,1558,"Autoridad","No disponible","Mujer","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en su día de descanso cuando llevaba a su hija al colegio","2024-02-20","Guanajuato","Celaya","11","007"
"1666","CHP-2024-02-23",1387,1559,"Autoridad","Germán Alegría Estrada","Hombre","MORENA","","","","","Secretario de Seguridad municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados en dos camionetas interceptaron el funcionario","2024-02-23","Chiapas","Berriozábal","07","012"
"1667","CHP-2024-02-23",1387,1560,"Autoridad","Uliser Gómez de la Cruz","Hombre","MORENA","","","","","Chófer del secretario de seguridad","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados en dos camionetas interceptaron el funcionario","2024-02-23","Chiapas","Berriozábal","07","012"
"1668","CHP-2024-02-23",1387,1561,"Autoridad","Rafael Martín Vázquez Pérez","Hombre","MORENA","","","","","Escolta del secretario de seguridad","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados en dos camionetas interceptaron el funcionario","2024-02-23","Chiapas","Berriozábal","07","012"
"1669","CHP-2024-02-24",1388,1559,"Autoridad","Germán Alegría Estrada","Hombre","MORENA","","","","","Secretario de Seguridad municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","","","2024-02-24","Chiapas","Berriozábal","07","012"
"1670","CHP-2024-02-24",1388,1560,"Autoridad","Uliser Gómez de la Cruz","Hombre","MORENA","","","","","Chófer del secretario de seguridad","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","","","2024-02-24","Chiapas","Berriozábal","07","012"
"1671","CHP-2024-02-24",1388,1561,"Autoridad","Rafael Martín Vázquez Pérez","Hombre","MORENA","","","","","Escolta del secretario de seguridad","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","","","2024-02-24","Chiapas","Berriozábal","07","012"
"1672","CHP-2024-02-24",1389,1562,"Partido","Williams Ochoa Gallegos","Hombre","PAN","PRI","PRD","","Sí","Pre-candidato al senado","","","Pre-candidato(a)","","","Estatal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Atentado","Sujeto(s) armados","Sujetos armados persiguieron al candidato mientras circulaba","2024-02-24","Chiapas","Las Rosas","07","075"
"1673","MOR-2024-02-25",1390,1563,"Instalación","Cereso de Cuautla","No aplica","PES","","","","","Cereso de Cuautla","","","No aplica","","","Estatal","Judicial","Ataque armado","Sujeto(s) armados","Sujetos armados dispararon contra las instalaciones del penal","2024-02-25","Morelos","Cuautla","17","006"
"1674","MIC-2024-02-26",1391,1564,"Partido","Miguel Ángel Zavala Reyes","Hombre","MORENA","","","","","Pre-candidato a la alcaldía de Maravatío","","","Pre-candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Dos sujetos armados dispararon contra el candidato cuando estaba en su auto","2024-02-26","Michoacan_de_Ocampo","Maravatío","16","050"
"1675","MIC-2024-02-26",1392,1565,"Partido","Armando Pérez Luna","Hombre","PAN","","","","","Pre-candidato a la alcaldía de Maravatío","","","Pre-candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando iba a recoger a su esposa","2024-02-26","Michoacan_de_Ocampo","Maravatío","16","050"
"1676","CMX-2024-02-14",1393,1566,"Autoridad","Álvaro Alberto Ramírez Zurita","Hombre","MC","","","","","Regidor de Nezahualcóyotl","","","Regidor(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando estaba al interior de un taller de vehículos","2024-02-14","Ciudad_de_Mexico","Coyoacán","09","003"
"1677","GTO-2024-02-27",1394,1567,"Autoridad","Luis Gerardo Ruiz Arriaga","Hombre","","","","","","Ex-alcalde de Huanímaro","","","Ex-Alcalde(sa)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando salía de su rancho","2024-02-27","Guanajuato","Huanímaro","11","016"
"1678","BCN-2024-02-29",1395,1568,"Autoridad","Adonaía Peñaflor","Hombre","MORENA","","","","","Policía estatal de investigación","","","Funcionario(a)","","","Estatal","Judicial","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon luego de terminar su turno cuando salía de un supermercado","2024-02-29","Baja_California","Ensenada","02","001"
"1679","GTO-2024-03-03",1396,1569,"Autoridad","Antonio Torres Rodríguez","Hombre","PAN","","","","","Policía municipal de tránsito","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados les dispararon y dejaron una cartulina con una amenaza a la policía","2024-03-03","Guanajuato","Irapuato","11","017"
"1680","GTO-2024-03-03",1396,1570,"Autoridad","Claudia Karina García Alonso","Hombre","PAN","","","","","Policía municipal de tránsito","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados les dispararon y dejaron una cartulina con una amenaza a la policía","2024-03-03","Guanajuato","Irapuato","11","017"
"1681","GRO-2024-03-03",1397,1571,"Partido","Alfredo González Díaz","Hombre","PT","","","","","Pre-candidato a la alcaldía de Atoyac","","","Pre-candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando circulaba por el bulevar Juan Álvarez","2024-03-03","Guerrero","Atoyac de Álvarez","12","011"
"1682","BCN-2024-02-13",1398,1572,"Autoridad","Abraham Gerardo Ortega","Hombre","MORENA","","","","","Funcionario de la oficilía mayor ","","","Funcionario(a)","","","Municipal","Economía y finanzas (e.g. tesorerías; catastros)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon y huyeron","2024-02-13","Baja_California","Tijuana","02","004"
"1683","CHP-2024-01-28",1399,1573,"Partido","Gabriel Orantes Villatoro","Hombre","MORENA","","","","","Candidato a la alcaldía de San Fernando","","","Candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Atentado","Sujeto(s) armados","Sujetos armados le dispararon cuando salía rumbo a Tuxtla","2024-01-28","Chiapas","San Fernando","07","079"
"1684","BCN-2024-02-15",1400,1574,"Autoridad","Guardia Nacional","No aplica","MORENA","","","","","Guardia Nacional","","","Funcionario(a)","","","Federal","Seguridad (e.g. policías; fuerzas del orden)","Amenaza","","Fueron encontrados restos humanos y una amenaza a elementos de la Guardia Nacional","2024-02-15","Baja_California","Tijuana","02","004"
"1685","BCN-2024-02-16",1401,1575,"Autoridad","Gabriel Cintura Castellanos","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Cuatro sujetos armados se bajaron de una camioneta y dispararon contra los policías en más de cien ocasiones","2024-02-16","Baja_California","Ensenada","02","001"
"1686","BCN-2024-02-16",1401,1576,"Autoridad","Raúl Alberto Iturrios Maduela","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Cuatro sujetos armados se bajaron de una camioneta y dispararon contra los policías en más de cien ocasiones","2024-02-16","Baja_California","Ensenada","02","001"
"1687","VER-2024-02-22",1402,1577,"Partido","Efraín García Salas","Hombre","PAN","PRI","PRD","","Sí","Ex-candidato a la alcaldía de Alto Lucero","","","Ex-Candidato(a)","","","Municipal","Elecciones y campañas (e.g. candidatos; asesores y voluntarios de campaña)","Desaparición","Sujeto(s) armados","Sujetos armados lo privaron de su libertad cuando estaba frente a un CBTIS","2024-02-22","Veracruz_de_Ignacio_de_la_Llave","Alto Lucero de Gutiérrez Barrios","30","009"
"1688","GTO-2024-02-17",1403,1578,"Autoridad","Rubén Guzmán Juárez","Hombre","PRI","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando salía de su casa","2024-02-17","Guanajuato","San Luis de la Paz","11","033"
"1689","GTO-2024-02-17",1404,1579,"Autoridad","No disponible","Hombre","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Ataque armado","Sujeto(s) armados","Sujetos armados le dispararon cuando viajaba en su motocicleta, luego de haber terminado su turno","2024-02-17","Guanajuato","Cortazar","11","011"
"1690","GTO-2024-02-17",1404,1580,"Autoridad","No disponible","Mujer","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Secuestro","Sujeto(s) armados","Sujetos armados le dispararon cuando viajaba en su motocicleta, luego de haber terminado su turno","2024-02-17","Guanajuato","Cortazar","11","011"
"1691","GTO-2024-02-17",1405,1580,"Autoridad","No disponible","Mujer","PAN","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","","","2024-02-17","Guanajuato","Cortazar","11","011"
"1692","SON-2024-02-15",1406,1581,"Autoridad","Manuel de Jesús Morales","Hombre","MORENA","","","","","Comandante de la Agencia Ministerial de Investigación Criminal","","","Funcionario(a)","","","Estatal","Judicial","Asesinato","Sujeto(s) armados","","2024-02-15","Sonora","Cajeme","26","018"
"1693","SON-2024-02-15",1406,1582,"Autoridad","No disponible","Hombre","MORENA","","","","","Agente de la Agencia Ministerial de Investigación Criminal","","","Funcionario(a)","","","Estatal","Judicial","Ataque armado","Sujeto(s) armados","","2024-02-15","Sonora","Cajeme","26","018"
"1694","NLE-2024-02-13",1407,1583,"Autoridad","Renato Aboytes","Hombre","No disponible","","","","","Hijo de Fernando Aboyte, ex-director de la policía de Montemorelos","","","Familiar","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon directamente cuando estaba en un negocio","2024-02-13","Nuevo_Leon","General Terán","19","022"
"1695","GRO-2024-02-14",1408,1584,"Autoridad","Santos","Hombre","MORENA","","","","","Policía municipal","","","Funcionario(a)","","","Municipal","Seguridad (e.g. policías; fuerzas del orden)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon en su día de descanso","2024-02-14","Guerrero","Acapulco de Juárez","12","001"
"1696","MOR-2024-02-21",1409,1585,"Autoridad","Gustavo Romero Olalde","Hombre","PRI","","","","","Director del deporte de Huitzilac","","","Funcionario(a)","","","Municipal","Ejecutivo (e.g. alcaldes y gobernadores junto con gabinetes)","Asesinato","Sujeto(s) armados","Sujetos armados le dispararon cuando circulaba en su auto","2024-02-21","Morelos","Huitzilac","17","009"
